command_name,spec_path,module_path,status,tier
sales-forecast,.claude/commands/sales-forecast.md,,SPEC_ONLY,business
sales-pipeline,.claude/commands/sales-pipeline.md,,SPEC_ONLY,business
sales-pipeline-build,.claude/commands/sales-pipeline-build.md,,SPEC_ONLY,business
sales-pipeline-build,.claude/commands/raas/sales-pipeline-build.md,,SPEC_ONLY,business
sales-proposal,.claude/commands/sales-proposal.md,,SPEC_ONLY,business
sales-weekly-review,.claude/commands/sales-weekly-review.md,,SPEC_ONLY,business
sdlc,.claude/commands/sdlc.md,,SPEC_ONLY,engineering
sdr-lead-qualify,.claude/commands/sdr-lead-qualify.md,,SPEC_ONLY,misc
sdr-outreach-blast,.claude/commands/sdr-outreach-blast.md,,SPEC_ONLY,business
sdr-prospect,.claude/commands/sdr-prospect.md,,SPEC_ONLY,misc
search,.claude/commands/utils/search.md,,SPEC_ONLY,misc
sec-access-review,.claude/commands/sec-access-review.md,,SPEC_ONLY,engineering
sec-audit,.claude/commands/sec-audit.md,,SPEC_ONLY,ops
sec-compliance-report,.claude/commands/sec-compliance-report.md,,SPEC_ONLY,ops
sec-full-audit,.claude/commands/sec-full-audit.md,,SPEC_ONLY,ops
sec-incident,.claude/commands/sec-incident.md,,SPEC_ONLY,engineering
sec-incident-response,.claude/commands/sec-incident-response.md,,SPEC_ONLY,engineering
sec-pentest,.claude/commands/sec-pentest.md,,SPEC_ONLY,engineering
sec-policy,.claude/commands/sec-policy.md,,SPEC_ONLY,misc
sec-scan,.claude/commands/sec-scan.md,,SPEC_ONLY,misc
sec-secrets,.claude/commands/sec-secrets.md,,SPEC_ONLY,misc
sec-soc,.claude/commands/sec-soc.md,,SPEC_ONLY,misc
sec-vuln,.claude/commands/sec-vuln.md,,SPEC_ONLY,misc
security-scan,.claude/commands/security-scan.md,,SPEC_ONLY,ops
ship,.claude/commands/ship.md,,SPEC_ONLY,misc
spec,.claude/commands/sdlc/spec.md,,SPEC_ONLY,engineering
sprint,.claude/commands/raas/sprint.md,,SPEC_ONLY,product
sre-incident,.claude/commands/sre-incident.md,,SPEC_ONLY,engineering
sre-morning-check,.claude/commands/sre-morning-check.md,,SPEC_ONLY,misc
studio-allocate,.claude/commands/studio-allocate.md,,SPEC_ONLY,studio
studio-audit,.claude/commands/studio-audit.md,,SPEC_ONLY,studio
studio-bootstrap,.claude/commands/studio-bootstrap.md,,SPEC_ONLY,studio
studio-diligence-deep,.claude/commands/studio-diligence-deep.md,,SPEC_ONLY,studio
studio-divest,.claude/commands/studio-divest.md,,SPEC_ONLY,studio
studio-invest,.claude/commands/studio-invest.md,,SPEC_ONLY,studio
studio-launch-full,.claude/commands/studio-launch-full.md,,SPEC_ONLY,studio
studio-operate-daily,.claude/commands/studio-operate-daily.md,,SPEC_ONLY,studio
studio-portfolio,.claude/commands/studio-portfolio.md,,SPEC_ONLY,studio
studio-report,.claude/commands/studio-report.md,,SPEC_ONLY,studio
studio-roi,.claude/commands/studio-roi.md,,SPEC_ONLY,studio
studio-sprint-weekly,.claude/commands/studio-sprint-weekly.md,,SPEC_ONLY,studio
studio-strategy,.claude/commands/studio-strategy.md,,SPEC_ONLY,studio
supabase-sync,.claude/commands/ci/supabase-sync.md,,SPEC_ONLY,ops
tdd,.claude/commands/code/tdd.md,,SPEC_ONLY,engineering
tdd-implement,.claude/commands/code/tdd-implement.md,,SPEC_ONLY,engineering
tech-api-design,.claude/commands/tech-api-design.md,,SPEC_ONLY,engineering
tech-architecture-review,.claude/commands/tech-architecture-review.md,,SPEC_ONLY,engineering
tech-migration,.claude/commands/tech-migration.md,,SPEC_ONLY,misc
terrain-defend,.claude/commands/terrain-defend.md,,SPEC_ONLY,misc
terrain-entry,.claude/commands/terrain-entry.md,,SPEC_ONLY,misc
terrain-position,.claude/commands/terrain-position.md,,SPEC_ONLY,misc
terrain-retreat,.claude/commands/terrain-retreat.md,,SPEC_ONLY,misc
terrain-segment,.claude/commands/terrain-segment.md,,SPEC_ONLY,misc
todo,.claude/commands/tasks/todo.md,,SPEC_ONLY,product
treasury-forecast,.claude/commands/treasury-forecast.md,,SPEC_ONLY,misc
treasury-invest,.claude/commands/treasury-invest.md,,SPEC_ONLY,misc
treasury-position,.claude/commands/treasury-position.md,,SPEC_ONLY,misc
ui-design-component,.claude/commands/ui-design-component.md,,SPEC_ONLY,misc
ui-design-review,.claude/commands/ui-design-review.md,,SPEC_ONLY,engineering
update-branch,.claude/commands/git/update-branch.md,,SPEC_ONLY,engineering
ux-interview,.claude/commands/ux-interview.md,,SPEC_ONLY,misc
ux-usability,.claude/commands/ux-usability.md,,SPEC_ONLY,misc
vendor-assess,.claude/commands/vendor-assess.md,,SPEC_ONLY,misc
vendor-contract,.claude/commands/vendor-contract.md,,SPEC_ONLY,misc
vendor-offboard,.claude/commands/vendor-offboard.md,,SPEC_ONLY,founder
vendor-onboard,.claude/commands/vendor-onboard.md,,SPEC_ONLY,founder
vendor-spend,.claude/commands/vendor-spend.md,,SPEC_ONLY,misc
venture-due-diligence,.claude/commands/venture-due-diligence.md,,SPEC_ONLY,studio
venture-five-factors,.claude/commands/venture-five-factors.md,,SPEC_ONLY,studio
venture-momentum,.claude/commands/venture-momentum.md,,SPEC_ONLY,studio
venture-portfolio,.claude/commands/venture-portfolio.md,,SPEC_ONLY,studio
venture-terrain,.claude/commands/venture-terrain.md,,SPEC_ONLY,studio
venture-thesis,.claude/commands/venture-thesis.md,,SPEC_ONLY,studio
venture-void-substance,.claude/commands/venture-void-substance.md,,SPEC_ONLY,studio
worker-backup,.claude/commands/worker-backup.md,,SPEC_ONLY,misc
worker-build,.claude/commands/worker-build.md,,SPEC_ONLY,engineering
worker-code,.claude/commands/worker-code.md,,SPEC_ONLY,engineering
worker-commit,.claude/commands/worker-commit.md,,SPEC_ONLY,misc
worker-exec,.claude/commands/worker-exec.md,,SPEC_ONLY,misc
worker-health,.claude/commands/worker-health.md,,SPEC_ONLY,ops
worker-log,.claude/commands/worker-log.md,,SPEC_ONLY,misc
worker-push,.claude/commands/worker-push.md,,SPEC_ONLY,misc
worker-rollback,.claude/commands/worker-rollback.md,,SPEC_ONLY,misc
worker-scan,.claude/commands/worker-scan.md,,SPEC_ONLY,misc
worker-test,.claude/commands/worker-test.md,,SPEC_ONLY,engineering
worker-trace,.claude/commands/worker-trace.md,,SPEC_ONLY,misc
workflow-schedule,.claude/commands/workflow-schedule.md,,SPEC_ONLY,misc
workflow-trigger,.claude/commands/workflow-trigger.md,,SPEC_ONLY,misc
workflow-webhook,.claude/commands/workflow-webhook.md,,SPEC_ONLY,misc
writer-blog,.claude/commands/writer-blog.md,,SPEC_ONLY,misc
writer-newsletter,.claude/commands/writer-newsletter.md,,SPEC_ONLY,misc
writer-social-batch,.claude/commands/writer-social-batch.md,,SPEC_ONLY,engineering
